0,0.427778,0.10473,0.475372,0.108108,0.47281,0,0.5,0,0.5,0.14527,0.501973,0.170608,0.574501,0.118243,0.575922,0.076014,0.537562,0.143581,0.554339,0.140203,0.558264,0.119932,0.545569,0.069257,0.50095,0,0.5,0,0.5,0.113176,0.398127,0.202703,0.416644,4
0.065217,0.282609,0.067426,0.549671,0.132224,0.588759,0.14711,0.481821,0.007881,0.495067,0.154991,0.499515,0.140981,0.548596,0.038529,0.541225,0.007881,0.504111,0.150613,0.557661,0.187391,0.535876,0.125219,0.574092,0.099825,0.575154,0,0.5,0.02627,0.518848,0.09282,0.506969,0.06655,0.497006,4
0.125,0.25,0.153919,0.495519,0.120869,0.537284,0.09254,0.563635,0.121813,0.567374,0.044381,0.519612,0.129367,0.577279,0.19169,0.517578,0.116147,0.452518,0,0.5,0,0.5,0.087819,0.427086,0.119924,0.41418,0.005666,0.498915,0.076487,0.537364,0.151086,0.507812,0.060434,0.495222,2
0,0.095029,0,0.5,0.040589,0.506177,0.118644,0.539905,0.14942,0.534896,0.035236,0.497297,0.099911,0.507785,0.013827,0.500597,0.082516,0.489625,0.083408,0.484481,0.015611,0.50051,0.138269,0.531019,0.05397,0.478756,0.106155,0.497177,0.119982,0.549092,0.099019,0.595144,0.086976,0.475856,1
0.392857,0.35119,0.080906,0.496412,0.182848,0.506661,0.064725,0.489896,0,0.5,0.186084,0.464245,0.079288,0.470017,0.006472,0.504014,0,0.5,0.174757,0.464629,0.186084,0.543754,0.063107,0.496626,0,0.5,0.142395,0.511064,0.153722,0.56282,0.126214,0.61,0.07767,0.580558,4
0.081633,0.14966,0,0.5,0,0.5,0,0.5,0.118721,0.416405,0.103501,0.584898,0.115677,0.602405,0.127854,0.596372,0.152207,0.452259,0.190259,0.533027,0.16895,0.575802,0.193303,0.588197,0.144597,0.49344,0.00761,0.503472,0.003044,0.500354,0,0.5,0.103501,0.388039,3
0.045455,0.093434,0,0.5,0,0.5,0,0.5,0.110677,0.430911,0.111979,0.580103,0.153646,0.591344,0.127604,0.595296,0.138021,0.470948,0.170573,0.51134,0.171875,0.553632,0.158854,0.570087,0.104167,0.454678,0.097656,0.530173,0.092448,0.556478,0.003906,0.499554,0.06901,0.423216,3
0,0.151042,0.053991,0.55,0.070423,0.588264,0.103286,0.50719,0.161972,0.472037,0.180751,0.479444,0.215962,0.506428,0.215962,0.504591,0.112676,0.401235,0.112676,0.537,0.187793,0.573223,0.159624,0.57719,0.124413,0.475617,0.002347,0.499938,0.016432,0.51857,0.002347,0.499898,0.100939,0.386145,2
0.117647,0.112745,0.097222,0.536996,0.144841,0.537771,0.150794,0.501562,0.115079,0.431173,0.134921,0.477789,0.119048,0.529313,0.142857,0.490938,0.136905,0.464553,0.109127,0.464424,0.128968,0.524729,0.123016,0.477188,0.130952,0.454933,0.041667,0.51556,0.099206,0.571927,0.083333,0.475,0.123016,0.426524,2
0,0.103865,0,0.5,0,0.5,0,0.5,0.089627,0.423569,0.002014,0.500089,0.005035,0.501885,0.005035,0.49943,0.103726,0.440664,0.154079,0.559371,0.126888,0.607853,0.179255,0.553254,0.129909,0.437649,0.115811,0.532685,0.136959,0.583725,0.148036,0.506398,0.087613,0.45658,3
0,0.174419,0,0.5,0,0.5,0,0.5,0.12963,0.410895,0,0.5,0,0.5,0.027066,0.483614,0.116809,0.441739,0.094017,0.589935,0.135328,0.564802,0.188034,0.541088,0.149573,0.500679,0.18661,0.505917,0.173789,0.528675,0.10114,0.519117,0.111111,0.396222,3
0,0.176768,0.099638,0.541322,0.139493,0.558306,0.15942,0.529301,0.061594,0.501736,0.179348,0.484222,0.068841,0.534215,0.152174,0.473704,0.139493,0.45814,0.130435,0.532307,0.115942,0.583719,0.092391,0.490984,0.119565,0.409008,0.01087,0.51127,0.016304,0.533099,0.003623,0.500751,0.106884,0.388388,2
0,0.142857,0.064185,0.512715,0.134788,0.530173,0.121951,0.570506,0.116816,0.507727,0.166881,0.482454,0.080873,0.517484,0.015404,0.506944,0.132221,0.436123,0.125802,0.537763,0.148909,0.571704,0.120668,0.57581,0.137356,0.458066,0.003851,0.501509,0.016688,0.545,0.030809,0.5275,0.109114,0.477071,1
0.096774,0.27957,0.091729,0.582333,0.109774,0.609444,0.159398,0.504222,0.093233,0.410667,0.148872,0.464336,0.04812,0.573672,0.063158,0.56125,0.135338,0.485156,0.082707,0.485742,0.130827,0.555508,0.112782,0.596602,0.156391,0.478203,0.001504,0.500102,0.061654,0.522449,0.076692,0.551939,0.126316,0.467755,1
0.147059,0.431373,0.070455,0.513085,0.073864,0.563454,0.0875,0.538594,0.151136,0.46253,0.114773,0.47526,0.175,0.545911,0.092045,0.5734,0.077273,0.563114,0.0125,0.507088,0.048864,0.548899,0.096591,0.5102,0.119318,0.48006,0.0625,0.515795,0.052273,0.529168,0.113636,0.518261,0.114773,0.461584,4
0.037037,0.283951,0.191142,0.509952,0.172494,0.588183,0.214452,0.511086,0.226107,0.466333,0.062937,0.544942,0.079254,0.583081,0.107226,0.534392,0.200466,0.432792,0,0.5,0,0.5,0.018648,0.48276,0.149184,0.404376,0,0.5,0,0.5,0.060606,0.465357,0.114219,0.464506,2
0.029412,0.264706,0.033076,0.522856,0.097023,0.579287,0.127894,0.579141,0.140022,0.501727,0.15656,0.479145,0.131202,0.549151,0.0871,0.612461,0.126792,0.48042,0.125689,0.456437,0.104741,0.544187,0.081588,0.607778,0.116869,0.485124,0.016538,0.50983,0.054024,0.587374,0.083793,0.530078,0.0871,0.415015,1
0,0.207071,0.113346,0.487237,0.115174,0.57997,0.127971,0.569197,0.135283,0.45716,0.157221,0.461146,0.080439,0.595694,0.124314,0.57197,0.127971,0.43625,0.100548,0.5802,0.102377,0.610355,0.113346,0.608856,0.144424,0.490089,0,0.5,0,0.5,0.003656,0.499426,0.106033,0.451667,1
0.081081,0.171171,0.159292,0.509838,0.108407,0.58979,0.103982,0.532986,0.075221,0.512626,0.090708,0.424769,0,0.5,0.004425,0.500579,0.139381,0.447859,0.095133,0.494806,0.081858,0.59166,0.152655,0.56207,0.137168,0.485725,0.042035,0.501157,0.134956,0.602244,0.121681,0.587384,0.117257,0.489469,1
0.09375,0.083333,0.055092,0.510309,0.070117,0.545706,0.011686,0.500319,0.113523,0.449619,0.1202,0.498699,0.12187,0.564307,0.186978,0.542879,0.140234,0.447754,0.076795,0.438884,0.083472,0.525869,0.133556,0.488805,0.075125,0.501058,0.125209,0.526578,0.158598,0.51556,0.021703,0.497401,0,0.5,3
0.060606,0.242424,0.134,0.579925,0.114,0.59,0.134,0.546909,0.162,0.432449,0.108,0.53067,0.138,0.577667,0.236,0.542681,0.144,0.423556,0,0.5,0,0.5,0.014,0.497172,0.164,0.435556,0,0.5,0,0.5,0.018,0.486014,0.154,0.422751,2
0,0.044872,0.125926,0.454074,0,0.5,0,0.5,0.011111,0.50085,0.218519,0.477963,0.074074,0.542752,0.1,0.580187,0.137037,0.571712,0.2,0.439556,0.192593,0.564219,0.218519,0.571016,0.203704,0.511531,0.140741,0.498889,0.27037,0.537218,0.244444,0.571615,0.144444,0.569161,3
0,0.066667,0.153025,0.520602,0.137604,0.56821,0.10083,0.540423,0.106762,0.443981,0.147094,0.4975,0.080664,0.58025,0.173191,0.486316,0.144721,0.40325,0.067616,0.526875,0.139976,0.58825,0.11981,0.588657,0.099644,0.4935,0,0.5,0,0.5,0,0.5,0.051008,0.429609,3
0.084507,0.068075,0.189448,0.51,0.185851,0.527625,0.071942,0.527,0.074341,0.5045,0.171463,0.477731,0.188249,0.508009,0.195444,0.503935,0.128297,0.450324,0.056355,0.542875,0.095923,0.62,0.095923,0.62,0.097122,0.485875,0,0.5,0,0.5,0,0.5,0.049161,0.443225,3
0,0.032738,0.172727,0.496406,0.175,0.499723,0.134091,0.555779,0.081818,0.521333,0.179545,0.499141,0.193182,0.5,0.193182,0.5,0.140909,0.509778,0.143182,0.526641,0.186364,0.499585,0.184091,0.50083,0.168182,0.499111,0.070455,0.561641,0.118182,0.570588,0.125,0.537785,0.159091,0.498222,3
0.021739,0.039855,0.153631,0.513163,0.192737,0.499082,0.153631,0.498817,0.064246,0.537857,0.178771,0.492041,0.195531,0.5,0.181564,0.5,0.136872,0.504592,0.122905,0.545102,0.184358,0.502449,0.181564,0.5,0.184358,0.488776,0.047486,0.531735,0.111732,0.577755,0.164804,0.49645,0.184358,0.488776,3
0,0.133333,0.109954,0.52125,0.15162,0.549398,0.116898,0.585849,0.097222,0.511296,0.201389,0.475095,0.157407,0.543655,0.08912,0.608909,0.144676,0.493794,0.065972,0.562538,0.072917,0.602722,0.101852,0.558749,0.097222,0.472018,0,0.5,0,0.5,0.001157,0.499937,0.06713,0.429146,1
0.012821,0.104701,0,0.5,0,0.5,0.006515,0.50006,0.071661,0.467098,0.045603,0.538392,0.088762,0.601703,0.053746,0.5592,0.080619,0.418852,0.177524,0.50416,0.110749,0.612755,0.140879,0.543658,0.156352,0.42359,0.079805,0.520724,0.126221,0.565968,0.138436,0.527049,0.100163,0.484251,3
